"Source:","/media/andi/PortableApps/home assistant/KiCAD/CC dimmer low voltage/CC dimmer low voltage.kicad_sch"
"","","R22","68","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2111021130_FOJAN-FRC0805J680-TS_C2907341.pdf","C2907341","https://www.lcsc.com/product-detail/Chip-Resistor-Surface-Mount_FOJAN-FRC0805J680-TS_C2907341.html"
"","","R31","0R36","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2111100930_Milliohm-HoLTT0805-1-8W-360mR-1-_C2904550.pdf","C2904550","https://www.lcsc.com/product-detail/Chip-Resistor-Surface-Mount_Milliohm-HoLTT0805-1-8W-360mR-1_C2904550.html"
"","","R32","68","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2111021130_FOJAN-FRC0805J680-TS_C2907341.pdf","C2907341","https://www.lcsc.com/product-detail/Chip-Resistor-Surface-Mount_FOJAN-FRC0805J680-TS_C2907341.html"
"","","R41","0R36","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2111100930_Milliohm-HoLTT0805-1-8W-360mR-1-_C2904550.pdf","C2904550","https://www.lcsc.com/product-detail/Chip-Resistor-Surface-Mount_Milliohm-HoLTT0805-1-8W-360mR-1_C2904550.html"
"","","R42","68","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2111021130_FOJAN-FRC0805J680-TS_C2907341.pdf","C2907341","https://www.lcsc.com/product-detail/Chip-Resistor-Surface-Mount_FOJAN-FRC0805J680-TS_C2907341.html"
"","","R51","0R36","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2111100930_Milliohm-HoLTT0805-1-8W-360mR-1-_C2904550.pdf","C2904550","https://www.lcsc.com/product-detail/Chip-Resistor-Surface-Mount_Milliohm-HoLTT0805-1-8W-360mR-1_C2904550.html"
"","","R52","68","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2111021130_FOJAN-FRC0805J680-TS_C2907341.pdf","C2907341","https://www.lcsc.com/product-detail/Chip-Resistor-Surface-Mount_FOJAN-FRC0805J680-TS_C2907341.html"
"","","R61","0R36","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2111100930_Milliohm-HoLTT0805-1-8W-360mR-1-_C2904550.pdf","C2904550","https://www.lcsc.com/product-detail/Chip-Resistor-Surface-Mount_Milliohm-HoLTT0805-1-8W-360mR-1_C2904550.html"
"","","R62","68","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2111021130_FOJAN-FRC0805J680-TS_C2907341.pdf","C2907341","https://www.lcsc.com/product-detail/Chip-Resistor-Surface-Mount_FOJAN-FRC0805J680-TS_C2907341.html"
"","","R71","0R36","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2111100930_Milliohm-HoLTT0805-1-8W-360mR-1-_C2904550.pdf","C2904550","https://www.lcsc.com/product-detail/Chip-Resistor-Surface-Mount_Milliohm-HoLTT0805-1-8W-360mR-1_C2904550.html"
"","","R72","68","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2111021130_FOJAN-FRC0805J680-TS_C2907341.pdf","C2907341","https://www.lcsc.com/product-detail/Chip-Resistor-Surface-Mount_FOJAN-FRC0805J680-TS_C2907341.html"
"","","R81","0R36","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2111100930_Milliohm-HoLTT0805-1-8W-360mR-1-_C2904550.pdf","C2904550","https://www.lcsc.com/product-detail/Chip-Resistor-Surface-Mount_Milliohm-HoLTT0805-1-8W-360mR-1_C2904550.html"
"","","R82","68","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2111021130_FOJAN-FRC0805J680-TS_C2907341.pdf","C2907341","https://www.lcsc.com/product-detail/Chip-Resistor-Surface-Mount_FOJAN-FRC0805J680-TS_C2907341.html"
"","","R101","82k","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/1912111437_YAGEO-AC0805JR-0782KL_C229256.pdf","C229256","https://www.lcsc.com/product-detail/Chip-Resistor-Surface-Mount_YAGEO-AC0805JR-0782KL_C229256.html"
"","","R201","3k9","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2110260130_UNI-ROYAL-Uniroyal-Elec-0805W8J0392T5E_C26021.pdf","C26021","https://lcsc.com/product-detail/Chip-Resistor-Surface-Mount_UNI-ROYAL-Uniroyal-Elec-0805W8J0392T5E_C26021.html"
"","","R311","10k","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/1811141124_FH-Guangdong-Fenghua-Advanced-Tech-RS-05K103JT_C115295.pdf","C115295","https://lcsc.com/product-detail/Chip-Resistor-Surface-Mount_FH-Guangdong-Fenghua-Advanced-Tech-RS-05K103JT_C115295.html"
"","","R312","10k","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/1811141124_FH-Guangdong-Fenghua-Advanced-Tech-RS-05K103JT_C115295.pdf","C115295","https://lcsc.com/product-detail/Chip-Resistor-Surface-Mount_FH-Guangdong-Fenghua-Advanced-Tech-RS-05K103JT_C115295.html"
"","","R321","10k","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/1811141124_FH-Guangdong-Fenghua-Advanced-Tech-RS-05K103JT_C115295.pdf","C115295","https://lcsc.com/product-detail/Chip-Resistor-Surface-Mount_FH-Guangdong-Fenghua-Advanced-Tech-RS-05K103JT_C115295.html"
"","","R322","10k","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/1811141124_FH-Guangdong-Fenghua-Advanced-Tech-RS-05K103JT_C115295.pdf","C115295","https://lcsc.com/product-detail/Chip-Resistor-Surface-Mount_FH-Guangdong-Fenghua-Advanced-Tech-RS-05K103JT_C115295.html"
"","","R331","39k","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/1811061735_FH-Guangdong-Fenghua-Advanced-Tech-RS-05K393JT_C294712.pdf","C294712","https://lcsc.com/product-detail/Chip-Resistor-Surface-Mount_FH-Guangdong-Fenghua-Advanced-Tech-RS-05K393JT_C294712.html"
"","","R332","6k8","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2110260130_UNI-ROYAL-Uniroyal-Elec-0805W8J0682T5E_C26026.pdf","C26026","https://lcsc.com/product-detail/Chip-Resistor-Surface-Mount_UNI-ROYAL-Uniroyal-Elec-0805W8J0682T5E_C26026.html"
"","","R421","39k","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/1811061735_FH-Guangdong-Fenghua-Advanced-Tech-RS-05K393JT_C294712.pdf","C294712","https://lcsc.com/product-detail/Chip-Resistor-Surface-Mount_FH-Guangdong-Fenghua-Advanced-Tech-RS-05K393JT_C294712.html"
"","","R422","6k8","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2110260130_UNI-ROYAL-Uniroyal-Elec-0805W8J0682T5E_C26026.pdf","C26026","https://lcsc.com/product-detail/Chip-Resistor-Surface-Mount_UNI-ROYAL-Uniroyal-Elec-0805W8J0682T5E_C26026.html"
"","","R701","4k7","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/1811141528_YAGEO-AC0805JR-074K7L_C229219.pdf","C229219","https://lcsc.com/product-detail/Chip-Resistor-Surface-Mount_YAGEO-AC0805JR-074K7L_C229219.html"
"","","U11","PT4115","pt4115:PT4115","Package_TO_SOT_SMD:SOT-89-5","https://datasheet.lcsc.com/lcsc/1810121830_PowTech-CR-PowTech-Shanghai-PT4115B89E_C84512.pdf","C84512","https://www.lcsc.com/product-detail/LED-Drivers_PowTech-CR-PowTech-Shanghai-PT4115B89E_C84512.html"
"","","U21","PT4115","pt4115:PT4115","Package_TO_SOT_SMD:SOT-89-5","https://datasheet.lcsc.com/lcsc/1810121830_PowTech-CR-PowTech-Shanghai-PT4115B89E_C84512.pdf","C84512","https://www.lcsc.com/product-detail/LED-Drivers_PowTech-CR-PowTech-Shanghai-PT4115B89E_C84512.html"
"","","U31","PT4115","pt4115:PT4115","Package_TO_SOT_SMD:SOT-89-5","https://datasheet.lcsc.com/lcsc/1810121830_PowTech-CR-PowTech-Shanghai-PT4115B89E_C84512.pdf","C84512","https://www.lcsc.com/product-detail/LED-Drivers_PowTech-CR-PowTech-Shanghai-PT4115B89E_C84512.html"
"","","U41","PT4115","pt4115:PT4115","Package_TO_SOT_SMD:SOT-89-5","https://datasheet.lcsc.com/lcsc/1810121830_PowTech-CR-PowTech-Shanghai-PT4115B89E_C84512.pdf","C84512","https://www.lcsc.com/product-detail/LED-Drivers_PowTech-CR-PowTech-Shanghai-PT4115B89E_C84512.html"
"","","U51","PT4115","pt4115:PT4115","Package_TO_SOT_SMD:SOT-89-5","https://datasheet.lcsc.com/lcsc/1810121830_PowTech-CR-PowTech-Shanghai-PT4115B89E_C84512.pdf","C84512","https://www.lcsc.com/product-detail/LED-Drivers_PowTech-CR-PowTech-Shanghai-PT4115B89E_C84512.html"
"","","U61","PT4115","pt4115:PT4115","Package_TO_SOT_SMD:SOT-89-5","https://datasheet.lcsc.com/lcsc/1810121830_PowTech-CR-PowTech-Shanghai-PT4115B89E_C84512.pdf","C84512","https://www.lcsc.com/product-detail/LED-Drivers_PowTech-CR-PowTech-Shanghai-PT4115B89E_C84512.html"
"","","U71","PT4115","pt4115:PT4115","Package_TO_SOT_SMD:SOT-89-5","https://datasheet.lcsc.com/lcsc/1810121830_PowTech-CR-PowTech-Shanghai-PT4115B89E_C84512.pdf","C84512","https://www.lcsc.com/product-detail/LED-Drivers_PowTech-CR-PowTech-Shanghai-PT4115B89E_C84512.html"
"","","U81","PT4115","pt4115:PT4115","Package_TO_SOT_SMD:SOT-89-5","https://datasheet.lcsc.com/lcsc/1810121830_PowTech-CR-PowTech-Shanghai-PT4115B89E_C84512.pdf","C84512","https://www.lcsc.com/product-detail/LED-Drivers_PowTech-CR-PowTech-Shanghai-PT4115B89E_C84512.html"
"","","U201","VXO7805-1000","Regulator_Linear:L7805","Package_TO_SOT_THT:TO-220-3_Vertical","https://datasheet.octopart.com/VXO7805-1000-CUI-datasheet-83193725.pdf","","https://www.aliexpress.com/item/1005001910573870.html"
"","","U601","MH-ET LIVE MiniKit for ESP32","CC-dimmer-low-voltage-rescue:mini_esp32-esp32-mini","esp32-mini:esp32-mini","https://forum.mhetlive.com/topic/8/mh-et-live-minikit-for-esp32/9","","https://www.aliexpress.com/item/33043305592.html"
"","","U701","DS18B20","Sensor_Temperature:DS18B20","Package_TO_SOT_THT:TO-92_Inline","https://datasheet.lcsc.com/lcsc/1912111437_UMW-Youtai-Semiconductor-Co---Ltd--DS18B20_C376006.pdf","C376006","https://www.lcsc.com/product-detail/Temperature-Sensors_UMW-Youtai-Semiconductor-Co-Ltd-DS18B20_C376006.html"



"Collated Components:"

"Item","Qty","Reference(s)","Value","LibPart","Footprint","Datasheet","LCSC","Purchase"
"1","11","C11, C21, C31, C41, C51, C61, C71, C81, C331, C421, C601","100n","Device:C_Small","Capacitor_SMD:C_0805_2012Metric","https://datasheet.lcsc.com/lcsc/1810261827_CCTC-TCC0805X7R104K500DT_C282732.pdf","C282732","https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_CCTC-TCC0805X7R104K500DT_C282732.html"
"2","8","C12, C22, C32, C42, C52, C62, C72, C82","1u","Device:C_Small","Capacitor_SMD:C_0805_2012Metric","https://datasheet.lcsc.com/lcsc/1912111437_CCTC-TCC0805X7R105M500FT_C376929.pdf","C376929","https://www.lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_CCTC-TCC0805X7R105M500FT_C376929.html"
"3","3","C101, C311, C321","10n","Device:C_Small","Capacitor_SMD:C_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2110121830_Samsung-Electro-Mechanics-CL21B103KAANNNC_C2688117.pdf","C2688117","https://www.lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_Samsung-Electro-Mechanics-CL21B103KAANNNC_C2688117.html"
"4","1","C102","470u","Device:CP","Capacitor_THT:CP_Radial_D10.0mm_P5.00mm","https://datasheet.lcsc.com/lcsc/2103191708_KNSCHA-01EC4236_C2760863.pdf","C2760863","https://www.lcsc.com/product-detail/Aluminum-Electrolytic-Capacitors-Leaded_KNSCHA-01EC4236_C2760863.html"
"5","1","C201","220u","Device:CP","Capacitor_THT:CP_Radial_D6.3mm_P2.50mm","https://datasheet.lcsc.com/lcsc/1810161213_Capxon-International-Elec-KF221M010E070A_C59330.pdf","C59330","https://lcsc.com/product-detail/Aluminum-Electrolytic-Capacitors-Leaded_Capxon-International-Elec-KF221M010E070A_C59330.html"
"6","8","D11, D21, D31, D41, D51, D61, D71, D81","MBR0560","Device:D_Schottky_Small","Diode_SMD:D_SOD-123","https://datasheet.lcsc.com/lcsc/1809212132_Changjiang-Electronics-Tech--CJ-MBR0560_C77338.pdf","C77338","https://www.lcsc.com/product-detail/Schottky-Barrier-Diodes-SBD_Changjiang-Electronics-Tech-CJ-MBR0560_C77338.html"
"7","1","D101","BZT52C10","Device:D_Zener","Diode_SMD:D_SOD-323","https://datasheet.lcsc.com/lcsc/1912111437_Shandong-Jingdao-Microelectronics-BZT52C10_C353564.pdf","C353564","https://www.lcsc.com/product-detail/Zener-Diodes_Shandong-Jingdao-Microelectronics-BZT52C10_C353564.html"
"8","1","D201","Pow","Device:LED_Small","Diode_SMD:D_1206_3216Metric","https://datasheet.lcsc.com/lcsc/1912111437_Orient-ORH-R37A_C400035.pdf","C400035","https://lcsc.com/product-detail/Light-Emitting-Diodes-LED_Orient-ORH-R37A_C400035.html"
"9","1","F101","4A fast","Device:Fuse","Fuse:Fuseholder_Cylinder-5x20mm_Stelvio-Kontek_PTF78_Horizontal_Open","https://datasheet.lcsc.com/lcsc/2011091603_Xucheng-Elec-C58066_C58066.pdf","C58066","https://www.lcsc.com/product-detail/Fuse-Holders_Xucheng-Elec-C58066_C58066.html"
"10","1","F201","1A","Device:Polyfuse_Small","Fuse:Fuse_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2103231638_BHFUSE-BSMD0805-100-12V_C910823.pdf","C910823","https://lcsc.com/product-detail/Resettable-Fuses_BHFUSE-BSMD0805-100-12V_C910823.html"
"11","4","H1, H2, H3, H4","mounting hole","Mechanical:MountingHole","MountingHole:MountingHole_3.2mm_M3","","",""
"12","9","IN1, LED1, LED2, LED3, LED4, LED5, LED6, LED7, LED8","Screw_Terminal_01x02","Connector:Screw_Terminal_01x02","TerminalBlock_Phoenix:TerminalBlock_Phoenix_MKDS-1,5-2-5.08_1x02_P5.08mm_Horizontal","https://datasheet.lcsc.com/lcsc/1810161730_HIWA-PA001-2P_C128027.pdf","C128027","https://www.lcsc.com/product-detail/Screw-terminal_HIWA-PA001-2P_C128027.html"
"13","1","J301","XH-4AW","Connector:Conn_01x04_Male","Connector_JST:JST_XH_S4B-XH-A-1_1x04_P2.50mm_Horizontal","https://datasheet.lcsc.com/lcsc/1811092111_BOOMELE-Boom-Precision-Elec-XH-4AW_C21273.pdf","C21273","https://lcsc.com/product-detail/Wire-To-Board-Wire-To-Wire-Connector_BOOMELE-Boom-Precision-Elec-XH-4AW_C21273.html"
"14","1","J401","XH-3AW","Connector:Conn_01x03_Male","Connector_JST:JST_XH_S3B-XH-A-1_1x03_P2.50mm_Horizontal","https://datasheet.lcsc.com/lcsc/1811081022_BOOMELE-Boom-Precision-Elec-XH-3AW_C18428.pdf","C18428","https://lcsc.com/product-detail/Wire-To-Board-Wire-To-Wire-Connector_BOOMELE-Boom-Precision-Elec-XH-3AW_C18428.html"
"15","1","J501","2x04_P2.54mm","Connector:Conn_01x08_Male","Connector_PinHeader_2.54mm:PinHeader_2x04_P2.54mm_Horizontal","https://datasheet.lcsc.com/lcsc/1811151525_BOOMELE-Boom-Precision-Elec-C3410_C3410.pdf","C3410","https://lcsc.com/product-detail/Pin-Headers_BOOMELE-Boom-Precision-Elec-C3410_C3410.html"
"16","8","L11, L21, L31, L41, L51, L61, L71, L81","100u","Device:L_Core_Ferrite_Small","Inductor_SMD:L_Bourns_SRN6045TA","https://datasheet.lcsc.com/lcsc/1912181207_GLE-GCNR6045-101MC_C439379.pdf","C439379","https://www.lcsc.com/product-detail/Power-Inductors_GLE-GCNR6045-101MC_C439379.html"
"17","1","Q101","BR50P06","Transistor_FET:FQP27P06","Package_TO_SOT_THT:TO-220-3_Vertical","https://datasheet.lcsc.com/lcsc/1912111437_Foshan-Blue-Rocket-Elec-BR50P06_C358396.pdf","C358396","https://www.lcsc.com/product-detail/MOSFETs_Foshan-Blue-Rocket-Elec-BR50P06_C358396.html"
"18","8","R11, R21, R31, R41, R51, R61, R71, R81","0R36","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2111100930_Milliohm-HoLTT0805-1-8W-360mR-1-_C2904550.pdf","C2904550","https://www.lcsc.com/product-detail/Chip-Resistor-Surface-Mount_Milliohm-HoLTT0805-1-8W-360mR-1_C2904550.html"
"19","8","R12, R22, R32, R42, R52, R62, R72, R82","68","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2111021130_FOJAN-FRC0805J680-TS_C2907341.pdf","C2907341","https://www.lcsc.com/product-detail/Chip-Resistor-Surface-Mount_FOJAN-FRC0805J680-TS_C2907341.html"
"20","1","R101","82k","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/1912111437_YAGEO-AC0805JR-0782KL_C229256.pdf","C229256","https://www.lcsc.com/product-detail/Chip-Resistor-Surface-Mount_YAGEO-AC0805JR-0782KL_C229256.html"
"21","1","R201","3k9","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2110260130_UNI-ROYAL-Uniroyal-Elec-0805W8J0392T5E_C26021.pdf","C26021","https://lcsc.com/product-detail/Chip-Resistor-Surface-Mount_UNI-ROYAL-Uniroyal-Elec-0805W8J0392T5E_C26021.html"
"22","4","R311, R312, R321, R322","10k","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/1811141124_FH-Guangdong-Fenghua-Advanced-Tech-RS-05K103JT_C115295.pdf","C115295","https://lcsc.com/product-detail/Chip-Resistor-Surface-Mount_FH-Guangdong-Fenghua-Advanced-Tech-RS-05K103JT_C115295.html"
"23","2","R331, R421","39k","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/1811061735_FH-Guangdong-Fenghua-Advanced-Tech-RS-05K393JT_C294712.pdf","C294712","https://lcsc.com/product-detail/Chip-Resistor-Surface-Mount_FH-Guangdong-Fenghua-Advanced-Tech-RS-05K393JT_C294712.html"
"24","2","R332, R422","6k8","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/2110260130_UNI-ROYAL-Uniroyal-Elec-0805W8J0682T5E_C26026.pdf","C26026","https://lcsc.com/product-detail/Chip-Resistor-Surface-Mount_UNI-ROYAL-Uniroyal-Elec-0805W8J0682T5E_C26026.html"
"25","1","R701","4k7","Device:R_Small","Resistor_SMD:R_0805_2012Metric","https://datasheet.lcsc.com/lcsc/1811141528_YAGEO-AC0805JR-074K7L_C229219.pdf","C229219","https://lcsc.com/product-detail/Chip-Resistor-Surface-Mount_YAGEO-AC0805JR-074K7L_C229219.html"
"26","8","U11, U21, U31, U41, U51, U61, U71, U81","PT4115","pt4115:PT4115","Package_TO_SOT_SMD:SOT-89-5","https://datasheet.lcsc.com/lcsc/1810121830_PowTech-CR-PowTech-Shanghai-PT4115B89E_C84512.pdf","C84512","https://www.lcsc.com/product-detail/LED-Drivers_PowTech-CR-PowTech-Shanghai-PT4115B89E_C84512.html"
"27","1","U201","VXO7805-1000","Regulator_Linear:L7805","Package_TO_SOT_THT:TO-220-3_Vertical","https://datasheet.octopart.com/VXO7805-1000-CUI-datasheet-83193725.pdf","","https://www.aliexpress.com/item/1005001910573870.html"
"28","1","U601","MH-ET LIVE MiniKit for ESP32","CC-dimmer-low-voltage-rescue:mini_esp32-esp32-mini","esp32-mini:esp32-mini","https://forum.mhetlive.com/topic/8/mh-et-live-minikit-for-esp32/9","","https://www.aliexpress.com/item/33043305592.html"
"29","1","U701","DS18B20","Sensor_Temperature:DS18B20","Package_TO_SOT_THT:TO-92_Inline","https://datasheet.lcsc.com/lcsc/1912111437_UMW-Youtai-Semiconductor-Co---Ltd--DS18B20_C376006.pdf","C376006","https://www.lcsc.com/product-detail/Temperature-Sensors_UMW-Youtai-Semiconductor-Co-Ltd-DS18B20_C376006.html"
